index,timestamp_us,duration_us,type
292,1096473622947.1,8.5,small
293,1096473622999.4,23.0,big
294,1096473623068.1,8.7,small
295,1096473623130.3,26.8,big
296,1096473623204.7,9.0,small
297,1096473623250.1,29.9,big
298,1096473623323.3,11.2,small
299,1096473623369.8,35.7,big
300,1096473623449.4,10.3,small
301,1096473623512.5,25.7,big
302,1096473623585.6,8.2,small
303,1096473623640.1,17.8,big
304,1096473623702.9,8.6,small
305,1096473623754.5,19.4,big
306,1096473623820.5,8.0,small
307,1096473623877.2,18.5,big
308,1096473623943.0,7.9,small
309,1096473623997.2,24.5,big
310,1096473624067.2,9.1,small
311,1096473624113.9,30.1,big
312,1096473624188.5,10.4,small
313,1096473624247.3,11.8,small
314,1096473624306.2,8.0,small
315,1096473624353.9,26.3,big
316,1096473624425.1,9.1,small
317,1096473624492.3,8.1,small
318,1096473624546.8,7.2,small
319,1096473624590.8,24.8,big
320,1096473624660.2,11.2,small
321,1096473624712.4,27.9,big
322,1096473624786.2,8.3,small
323,1096473624833.9,25.0,big
324,1096473624905.2,8.8,small
325,1096473624960.3,20.7,big
326,1096473625028.2,9.1,small
327,1096473625078.0,26.3,big
328,1096473625148.9,9.9,small
329,1096473625198.3,32.3,big
330,1096473625277.1,8.3,small
331,1096473625338.4,11.8,small
332,1096473625397.0,9.1,small
333,1096473625459.5,11.4,small
334,1096473625517.1,9.2,small
335,1096473625569.6,22.6,big
336,1096473625638.1,8.3,small
337,1096473625693.9,20.7,big
338,1096473625761.8,8.2,small
339,1096473625823.5,12.9,small
340,1096473625882.0,7.6,small
341,1096473625952.6,7.9,small
342,1096473626006.5,8.1,small
343,1096473626057.0,25.7,big
344,1096473626129.0,7.8,small
345,1096473626192.1,10.0,small
346,1096473626247.2,8.9,small
347,1096473626306.2,7.9,small
348,1096473626360.4,8.0,small
349,1096473626409.1,28.1,big
350,1096473626482.6,9.0,small
351,1096473626542.3,11.8,small
352,1096473626600.0,8.2,small
353,1096473626648.2,26.7,big
354,1096473626719.8,9.6,small
355,1096473626767.2,23.6,big
356,1096473626836.3,9.2,small
357,1096473626884.9,27.2,big
358,1096473626958.0,8.1,small
359,1096473627020.7,14.2,small
360,1096473627079.9,8.4,small
361,1096473627145.6,15.7,big
362,1096473627207.9,8.2,small
363,1096473627534.5,9.3,small
364,1096473627569.6,9.9,small
365,1096473627623.2,8.8,small
366,1096473627656.7,10.0,small
367,1096473627711.4,8.4,small
368,1096473627744.8,9.9,small
369,1096473627800.9,12.0,small
370,1096473627861.3,15.0,big
371,1096473627922.7,9.1,small
372,1096473627989.3,8.1,small
373,1096473628043.2,8.3,small
374,1096473628085.6,31.3,big
375,1096473628161.4,11.1,small
376,1096473628208.2,24.6,big
377,1096473628277.5,10.2,small
378,1096473628323.7,31.9,big
379,1096473628401.4,8.9,small
380,1096473628468.6,15.9,big
381,1096473628531.3,7.7,small
382,1096473628596.4,8.7,small
383,1096473628650.2,7.7,small
384,1096473628693.5,29.9,big
385,1096473628767.3,10.7,small
386,1096473628815.9,29.2,big
387,1096473628892.3,7.3,small
388,1096473628939.3,26.1,big
389,1096473629012.0,8.0,small
390,1096473629066.4,19.2,big
391,1096473629130.8,8.8,small
392,1096473629179.8,27.3,big
393,1096473629253.4,8.9,small
394,1096473629300.4,24.2,big
395,1096473629368.9,10.0,small
396,1096473629426.6,19.7,big
397,1096473629491.2,8.5,small
398,1096473629553.2,10.3,small
399,1096473629610.1,7.8,small
400,1096473629660.4,36.7,big
401,1096473629742.8,8.8,small
402,1096473629800.1,13.3,small
403,1096473629858.6,8.8,small
404,1096473629909.8,29.2,big
405,1096473629985.3,9.1,small
406,1096473630027.7,29.3,big
407,1096473630099.3,12.3,small
408,1096473630144.5,28.7,big
409,1096473630216.0,11.4,small
410,1096473630269.4,22.3,big
411,1096473630338.0,9.0,small
412,1096473630384.4,31.4,big
413,1096473630460.6,8.7,small
414,1096473630513.2,18.8,big
415,1096473630578.4,8.4,small
416,1096473630632.0,16.8,big
417,1096473630695.5,9.7,small
418,1096473630737.9,29.8,big
419,1096473630811.4,11.0,small
420,1096473630861.4,29.3,big
421,1096473630935.2,10.7,small
422,1096473630994.2,13.7,small
423,1096473631054.8,8.7,small
424,1096473631102.5,34.0,big
425,1096473631180.0,10.7,small
426,1096473631228.5,35.9,big
427,1096473631310.7,8.4,small
428,1096473631373.6,8.6,small
429,1096473631430.0,7.2,small
430,1096473631480.0,27.8,big
431,1096473631554.0,8.3,small
432,1096473631608.7,17.2,big
433,1096473631672.7,8.4,small
434,1096473631725.3,22.0,big
435,1096473631793.7,8.7,small
436,1096473631835.2,36.4,big
437,1096473631914.9,12.0,small
438,1096473631985.0,8.2,small
439,1096473632039.5,7.9,small
440,1096473632082.3,30.5,big
441,1096473632156.7,13.1,small
442,1096473632227.9,8.2,small
443,1096473632281.3,8.4,small
444,1096473632332.9,24.8,big
445,1096473632405.1,7.6,small
446,1096473632448.5,31.4,big
447,1096473632524.9,10.4,small
448,1096473632586.4,17.1,big
449,1096473632649.1,9.6,small
450,1096473632719.4,7.9,small
451,1096473632773.8,8.2,small
452,1096473632819.2,35.8,big
453,1096473632901.1,9.0,small
454,1096473632953.0,18.8,big
455,1096473633017.9,9.1,small
456,1096473633069.2,27.3,big
457,1096473633142.0,8.5,small
458,1096473633206.1,18.9,big
459,1096473633271.3,8.7,small
460,1096473633320.4,13.9,small
461,1096473633379.2,9.3,small
462,1096473633438.2,14.3,small
463,1096473633498.6,7.3,small
464,1096473633548.1,23.9,big
465,1096473633617.7,8.9,small
466,1096473633674.3,14.5,small
467,1096473633733.7,9.2,small
468,1096473633789.3,16.5,big
469,1096473633851.8,8.5,small
470,1096473633907.8,17.0,big
471,1096473633970.0,9.3,small
472,1096473634013.1,35.7,big
473,1096473634092.2,10.8,small
474,1096473634135.4,37.5,big
475,1096473634215.3,11.8,small
476,1096473634269.1,19.9,big
477,1096473634335.7,8.5,small
478,1096473634387.0,20.5,big
479,1096473634453.5,8.3,small
480,1096473634508.7,16.1,big
481,1096473634569.7,8.6,small
482,1096473634637.2,8.4,small
483,1096473634691.7,7.6,small
484,1096473635013.5,7.8,small
485,1096473635047.1,10.3,small
486,1096473635101.2,9.7,small
487,1096473635135.1,11.1,small
488,1096473635191.8,8.7,small
489,1096473635225.4,9.8,small
490,1096473635280.4,13.2,small
491,1096473635329.1,29.2,big
492,1096473635402.3,12.2,small
493,1096473635461.5,19.0,big
494,1096473635525.4,9.4,small
495,1096473635578.4,21.7,big
496,1096473635647.3,8.3,small
497,1096473635697.5,22.2,big
498,1096473635767.1,7.9,small
499,1096473635822.0,19.0,big
500,1096473635887.8,7.4,small
501,1096473635938.4,20.5,big
502,1096473636006.0,7.7,small
503,1096473636053.4,27.1,big
504,1096473636126.7,8.7,small
505,1096473636182.6,12.9,small
506,1096473636240.9,8.9,small
507,1096473636285.6,30.3,big
508,1096473636359.2,11.1,small
509,1096473636411.7,25.2,big
510,1096473636482.6,8.9,small
511,1096473636537.5,19.3,big
512,1096473636602.1,8.0,small
513,1096473636663.9,10.7,small
514,1096473636721.8,8.3,small
515,1096473636780.1,13.4,small
516,1096473636838.7,9.5,small
517,1096473636887.5,28.9,big
518,1096473636962.1,8.0,small
519,1096473637028.3,10.7,small
520,1096473637085.7,8.1,small
521,1096473637132.7,25.8,big
522,1096473637203.3,10.1,small
523,1096473637267.2,14.0,small
524,1096473637326.2,8.2,small
525,1096473637377.3,26.6,big
526,1096473637450.4,8.3,small
527,1096473637496.0,29.8,big
528,1096473637568.6,10.6,small
529,1096473637619.3,25.1,big
530,1096473637690.7,7.5,small
531,1096473637740.5,19.6,big
532,1096473637805.7,10.4,small
533,1096473637860.0,19.8,big
534,1096473637925.2,8.6,small
535,1096473637971.3,25.0,big
536,1096473638042.0,9.1,small
537,1096473638114.9,8.2,small
538,1096473638170.3,7.5,small
539,1096473638220.3,24.8,big
540,1096473638291.8,7.7,small
541,1096473638334.7,34.1,big
542,1096473638412.8,10.7,small
543,1096473638479.1,11.4,small
544,1096473638537.4,9.0,small
545,1096473638585.8,26.9,big
546,1096473638657.6,9.1,small
547,1096473638702.5,30.8,big
548,1096473638778.0,9.9,small
549,1096473638831.1,32.4,big
550,1096473638909.5,9.3,small
551,1096473638969.6,17.7,big
552,1096473639032.8,9.0,small
553,1096473639088.6,19.2,big
554,1096473639154.1,8.9,small
555,1096473639209.9,19.7,big
556,1096473639275.9,7.5,small
557,1096473639325.6,22.8,big
558,1096473639394.0,9.1,small
559,1096473639456.2,8.2,small
560,1096473639510.7,9.2,small
561,1096473639557.8,29.9,big
562,1096473639632.7,10.7,small
563,1096473639683.1,20.4,big
564,1096473639749.7,8.3,small
565,1096473639799.9,27.5,big
566,1096473639874.1,8.5,small
567,1096473639927.0,22.7,big
568,1096473639996.5,8.8,small
569,1096473640042.6,29.2,big
570,1096473640115.5,11.2,small
571,1096473640165.7,34.1,big
572,1096473640246.5,9.2,small
573,1096473640306.5,13.7,small
574,1096473640366.7,9.1,small
575,1096473640414.4,28.6,big
576,1096473640489.9,8.4,small
577,1096473640552.1,9.1,small
578,1096473640606.9,7.8,small
579,1096473640676.4,7.4,small
580,1096473640729.5,8.8,small
581,1096473640778.2,20.3,big
582,1096473640843.3,9.6,small
583,1096473640910.8,7.4,small
584,1096473640963.9,8.3,small
585,1096473641009.9,28.5,big
586,1096473641084.0,8.6,small
587,1096473641139.5,13.0,small
588,1096473641198.0,8.2,small
589,1096473641263.0,7.3,small
590,1096473641315.5,8.9,small
591,1096473641378.3,11.5,small
592,1096473641436.7,8.5,small
593,1096473641488.2,19.1,big
594,1096473641553.0,8.9,small
595,1096473641601.7,28.0,big
596,1096473641675.0,9.3,small
597,1096473641724.7,23.6,big
598,1096473641794.2,9.6,small
599,1096473641836.7,27.4,big
600,1096473641908.0,10.6,small
601,1096473641951.9,35.6,big
602,1096473642030.3,10.8,small
603,1096473642093.3,15.1,big
604,1096473642154.8,7.5,small
605,1096473642473.4,8.6,small
606,1096473642507.8,9.8,small
607,1096473642561.3,8.5,small
608,1096473642594.3,10.6,small
609,1096473642649.7,9.0,small
610,1096473642683.3,10.3,small
611,1096473642737.6,8.8,small
612,1096473642784.5,25.6,big
613,1096473642856.2,9.4,small
614,1096473642908.8,17.3,big
615,1096473642971.9,9.8,small
616,1096473643039.8,8.8,small
617,1096473643097.4,7.2,small
618,1096473643151.5,14.0,small
619,1096473643211.8,8.7,small
620,1096473643274.1,9.2,small
621,1096473643330.1,10.7,small
622,1096473643399.5,16.7,big
623,1096473643462.3,12.4,small
624,1096473643535.0,9.5,small
625,1096473643590.4,11.5,small
626,1096473643639.7,30.5,big
627,1096473643715.4,14.0,small
628,1096473643766.7,28.8,big
629,1096473643839.5,10.6,small
630,1096473643897.7,18.7,big
631,1096473643962.2,8.6,small
632,1096473644015.7,18.8,big
633,1096473644079.9,8.6,small
634,1096473644144.1,12.0,small
635,1096473644202.1,8.5,small
636,1096473644257.0,15.6,big
637,1096473644318.3,8.3,small
638,1096473644366.0,27.3,big
639,1096473644439.2,7.3,small
640,1096473644511.2,7.4,small
641,1096473644565.1,8.6,small
642,1096473644613.1,27.5,big
643,1096473644686.4,8.0,small
644,1096473644748.6,15.1,big
645,1096473644808.5,7.4,small
646,1096473644855.8,26.5,big
647,1096473644928.1,10.2,small
648,1096473644976.3,25.6,big
649,1096473645045.9,10.4,small
650,1096473645095.9,23.4,big
651,1096473645164.2,9.0,small
652,1096473645216.2,23.2,big
653,1096473645286.5,7.2,small
654,1096473645334.0,25.2,big
655,1096473645404.4,8.9,small
656,1096473645456.5,18.7,big
657,1096473645521.3,8.7,small
658,1096473645577.6,15.6,big
659,1096473645641.5,8.9,small
660,1096473645687.0,25.4,big
661,1096473645756.7,10.7,small
662,1096473645804.2,28.3,big
663,1096473645876.7,11.1,small
664,1096473645941.7,12.5,small
665,1096473646002.3,8.0,small
666,1096473646049.1,27.3,big
667,1096473646120.4,10.2,small
668,1096473646176.2,20.8,big
669,1096473646243.7,8.4,small
670,1096473646306.4,14.6,small
671,1096473646368.1,8.0,small
672,1096473646435.0,8.8,small
673,1096473646489.8,8.4,small
674,1096473646534.6,31.6,big
675,1096473646610.4,10.6,small
676,1096473646665.7,21.8,big
677,1096473646734.5,7.6,small
678,1096473646781.6,25.7,big
679,1096473646852.8,8.4,small
680,1096473646914.3,8.7,small
681,1096473646968.8,8.2,small
682,1096473647012.3,30.1,big
683,1096473647086.4,11.3,small
684,1096473647140.2,23.9,big
685,1096473647210.0,8.5,small
686,1096473647253.3,26.1,big
687,1096473647323.4,11.6,small
688,1096473647365.6,36.1,big
689,1096473647446.1,11.1,small
690,1096473647494.4,31.2,big
691,1096473647571.2,8.9,small
692,1096473647622.9,25.4,big
693,1096473647695.1,8.7,small
694,1096473647749.2,14.0,small
695,1096473647810.5,8.2,small
696,1096473647856.3,24.7,big
697,1096473647926.8,9.2,small
698,1096473647983.2,18.0,big
699,1096473648046.4,8.7,small
700,1096473648108.7,9.9,small
701,1096473648164.8,9.4,small
702,1096473648228.3,9.3,small
703,1096473648283.1,8.7,small
704,1096473648350.2,7.9,small
705,1096473648403.5,8.6,small
706,1096473648444.7,29.8,big
707,1096473648517.5,11.6,small
708,1096473648586.1,9.0,small
709,1096473648640.1,8.9,small
710,1096473648707.1,8.1,small
711,1096473648761.3,8.5,small
712,1096473648813.8,16.8,big
713,1096473648877.2,8.4,small
714,1096473648933.8,15.9,big
715,1096473648995.0,8.6,small
716,1096473649044.4,24.0,big
717,1096473649113.9,8.5,small
718,1096473649162.7,21.1,big
719,1096473649229.7,8.8,small
720,1096473649276.0,29.2,big
721,1096473649350.5,9.1,small
722,1096473649392.9,33.8,big
723,1096473649469.5,10.8,small
724,1096473649531.6,15.5,big
725,1096473649592.8,9.1,small
726,1096473649908.6,9.0,small
727,1096473649944.0,9.5,small
728,1096473649997.1,8.4,small
729,1096473650030.0,10.9,small
730,1096473650085.5,8.2,small
731,1096473650118.6,10.2,small
732,1096473650174.2,12.8,small
733,1096473650232.2,25.4,big
734,1096473650302.4,10.2,small
735,1096473650357.4,26.9,big
736,1096473650430.1,9.3,small
737,1096473650483.7,34.8,big
738,1096473650564.8,8.9,small
739,1096473650628.6,14.6,small
740,1096473650689.0,9.0,small
741,1096473650751.7,7.8,small
742,1096473650806.1,7.4,small
743,1096473650860.5,27.0,big
744,1096473650933.6,8.8,small
745,1096473650993.1,18.1,big
746,1096473651057.3,8.1,small
747,1096473651110.3,19.3,big
748,1096473651176.6,7.0,small
749,1096473651230.1,25.9,big
750,1096473651302.4,9.0,small
751,1096473651346.8,30.2,big
752,1096473651420.3,10.4,small
753,1096473651472.7,28.0,big
754,1096473651546.5,8.5,small
755,1096473651593.1,37.1,big
756,1096473651677.6,7.7,small
757,1096473651728.9,17.7,big
758,1096473651792.2,9.2,small
759,1096473651838.9,31.3,big
760,1096473651913.0,11.0,small
761,1096473651987.4,8.1,small
762,1096473652041.8,8.0,small
763,1096473652103.4,8.6,small
764,1096473652158.1,8.5,small
765,1096473652205.3,29.8,big
766,1096473652278.5,9.4,small
767,1096473652320.7,29.2,big
768,1096473652393.5,11.2,small
769,1096473652442.8,36.0,big
770,1096473652522.8,9.9,small
771,1096473652566.2,44.9,big
772,1096473652654.2,11.0,small
773,1096473652705.1,29.7,big
774,1096473652781.0,9.0,small
775,1096473652837.1,20.1,big
776,1096473652903.0,7.6,small
777,1096473652967.6,7.5,small
778,1096473653021.7,7.7,small
779,1096473653084.3,14.9,small
780,1096473653146.8,8.1,small
781,1096473653194.1,28.9,big
782,1096473653268.7,9.7,small
783,1096473653326.1,8.6,small
784,1096473653380.2,8.5,small
785,1096473653434.9,32.8,big
786,1096473653515.6,8.4,small
787,1096473653564.4,21.8,big
788,1096473653629.6,10.4,small
789,1096473653681.0,25.0,big
790,1096473653752.3,8.8,small
791,1096473653807.7,28.4,big
792,1096473653883.9,7.7,small
793,1096473653935.8,43.6,big
794,1096473654024.8,8.4,small
795,1096473654096.4,12.6,small
796,1096473654155.4,8.8,small
797,1096473654215.2,11.9,small
798,1096473654273.3,8.4,small
799,1096473654329.0,24.2,big
800,1096473654399.0,7.9,small
801,1096473654463.5,9.4,small
802,1096473654518.6,9.1,small
803,1096473654570.8,20.3,big
804,1096473654638.3,8.6,small
805,1096473654684.8,35.9,big
806,1096473654765.7,9.4,small
807,1096473654816.6,29.6,big
808,1096473654893.1,8.1,small
809,1096473654934.3,30.6,big
810,1096473655009.4,10.7,small
811,1096473655058.0,31.4,big
812,1096473655133.3,10.8,small
813,1096473655198.8,9.4,small
814,1096473655254.7,8.8,small
815,1096473655303.1,25.0,big
816,1096473655375.1,9.6,small
817,1096473655432.0,11.4,small
818,1096473655489.8,9.1,small
819,1096473655554.1,18.0,big
820,1096473655617.8,7.9,small
821,1096473655679.2,9.2,small
822,1096473655735.2,8.6,small
823,1096473655798.9,16.6,big
824,1096473655860.3,9.4,small
825,1096473655931.1,7.4,small
826,1096473655984.4,7.8,small
827,1096473656031.5,29.2,big
828,1096473656105.7,9.4,small
829,1096473656173.1,11.7,small
830,1096473656229.5,8.7,small
831,1096473656294.8,11.3,small
832,1096473656351.8,9.0,small
833,1096473656404.1,20.1,big
834,1096473656470.1,8.9,small
835,1096473656525.2,15.3,big
836,1096473656586.1,8.8,small
837,1096473656638.4,21.4,big
838,1096473656704.9,10.4,small
839,1096473656762.7,17.2,big
840,1096473656826.7,7.8,small
841,1096473656881.9,16.4,big
842,1096473656943.9,9.2,small
843,1096473656985.6,46.5,big
844,1096473657074.6,11.1,small
845,1096473657144.1,13.1,small
846,1096473657203.5,7.5,small
847,1096473657529.0,9.0,small
848,1096473657564.6,9.5,small
849,1096473657617.8,9.3,small
850,1096473657652.2,9.8,small
851,1096473657706.7,8.9,small
852,1096473657740.3,10.1,small
853,1096473657796.4,13.1,small
854,1096473657863.2,14.8,small
855,1096473657924.5,7.6,small
856,1096473657987.6,8.8,small
857,1096473658042.0,8.7,small
858,1096473658094.7,22.4,big
859,1096473658164.0,8.8,small
860,1096473658207.3,33.4,big
861,1096473658284.6,10.9,small
862,1096473658339.3,17.3,big
863,1096473658403.4,7.9,small
864,1096473658477.0,8.2,small
865,1096473658531.4,7.6,small
866,1096473658581.1,21.7,big
867,1096473658648.5,8.5,small
868,1096473658706.7,20.6,big
869,1096473658772.7,8.4,small
870,1096473658829.5,14.5,small
871,1096473658890.4,7.9,small
