iter_idx,layer_idx,n_kernels,kernel_sum_us,walltime_us,overlap_us
42,10,16,236.7,194.9,41.8
42,11,16,256.1,216.6,39.5
42,12,16,258.4,212.6,45.8
42,13,17,266.8,226.8,39.9
42,14,17,255.0,217.7,37.3
42,15,16,250.8,205.4,45.4
42,16,16,243.9,205.9,38.0
42,17,16,227.1,184.3,42.8
42,18,16,237.2,199.4,37.8
42,19,16,234.8,194.6,40.3
42,20,16,253.1,215.7,37.4
42,21,16,255.4,211.1,44.3
42,22,16,262.0,222.3,39.6
42,23,16,253.7,205.1,48.6
42,24,16,235.8,199.1,36.7
42,25,17,272.0,229.3,42.7
42,26,16,239.1,197.1,42.0
42,27,16,246.3,209.7,36.6
42,28,16,248.6,211.2,37.4
42,29,16,189.5,151.6,38.0
42,30,17,268.2,230.2,38.0
42,31,17,280.8,235.7,45.1
42,32,16,244.8,206.4,38.4
42,33,17,255.0,217.6,37.4
42,34,17,275.8,232.3,43.5
42,35,17,282.2,243.8,38.4
42,36,16,260.8,224.1,36.7
42,37,16,251.9,213.4,38.5
42,38,17,271.7,235.2,36.5
42,39,16,248.2,210.7,37.5
42,40,16,242.3,203.8,38.4
42,41,16,234.2,197.8,36.4
42,42,16,261.1,221.2,39.9
42,43,17,284.5,237.2,47.3
42,44,16,223.2,184.4,38.8
42,45,16,253.4,215.6,37.9
42,46,17,266.9,225.0,42.0
42,47,16,235.8,196.9,38.9
42,48,17,287.6,245.2,42.4
42,49,17,263.6,227.6,36.0
42,50,16,264.0,226.2,37.8
43,0,16,253.3,208.7,44.5
43,1,17,265.3,228.0,37.3
43,2,16,265.0,218.5,46.5
43,3,16,261.0,215.6,45.4
43,4,17,252.6,212.7,39.9
43,5,17,260.4,223.5,36.9
43,6,16,229.0,187.2,41.9
43,7,16,224.3,185.0,39.3
43,8,16,229.7,190.2,39.4
43,9,16,251.4,204.9,46.5
43,10,17,258.9,221.7,37.3
43,11,16,239.5,201.1,38.5
43,12,16,228.5,191.1,37.3
43,13,16,239.6,196.8,42.8
43,14,16,241.9,205.1,36.8
43,15,16,229.6,189.6,40.0
43,16,16,219.6,182.7,36.9
43,17,16,263.3,220.7,42.6
43,18,17,256.2,218.7,37.5
43,19,17,269.5,231.4,38.1
43,20,16,231.3,190.3,41.0
43,21,16,235.3,198.5,36.8
43,22,16,250.0,214.1,35.9
43,23,16,246.0,207.3,38.8
43,24,16,247.6,209.7,38.0
43,25,16,243.6,196.2,47.4
43,26,16,236.7,191.2,45.5
43,27,16,241.1,204.2,36.8
43,28,16,209.2,169.2,40.0
43,29,16,238.5,194.1,44.4
43,30,16,240.6,197.0,43.6
43,31,16,236.3,198.6,37.7
43,32,16,210.5,169.7,40.7
43,33,17,272.7,229.2,43.5
43,34,16,218.9,180.0,38.9
43,35,17,271.2,225.6,45.6
43,36,16,243.7,199.3,44.5
43,37,16,245.8,203.3,42.5
43,38,17,267.7,228.5,39.3
43,39,16,221.0,181.4,39.6
43,40,17,264.1,227.3,36.8
43,41,17,269.9,220.6,49.3
43,42,16,242.1,198.4,43.7
43,43,16,227.5,186.3,41.2
43,44,17,263.9,226.3,37.6
43,45,17,243.4,205.2,38.1
43,46,16,227.2,187.3,39.9
43,47,16,244.0,207.1,36.9
43,48,16,248.9,203.7,45.2
43,49,16,243.8,205.7,38.1
43,50,16,226.8,182.6,44.2
44,0,16,242.2,204.4,37.8
44,1,16,238.8,201.9,36.9
44,2,16,237.0,200.6,36.3
44,3,17,254.3,211.6,42.7
44,4,16,227.7,181.2,46.5
44,5,17,252.1,209.1,43.0
44,6,16,220.2,183.5,36.7
44,7,16,247.8,210.6,37.2
44,8,17,255.9,218.4,37.6
44,9,16,230.0,192.3,37.8
44,10,16,232.7,194.4,38.2
44,11,17,281.8,244.3,37.5
44,12,16,250.0,203.4,46.6
44,13,16,204.9,166.4,38.5
44,14,16,236.1,191.2,44.9
44,15,17,250.8,215.1,35.7
44,16,16,228.7,189.1,39.6
44,17,16,230.1,185.2,44.9
44,18,16,247.5,206.4,41.1
44,19,17,273.2,228.4,44.8
44,20,17,254.6,216.6,38.0
44,21,17,268.7,231.2,37.5
44,22,16,249.0,203.1,45.9
44,23,16,246.3,199.8,46.5
44,24,16,237.3,200.4,36.9
44,25,17,286.7,241.3,45.3
44,26,16,242.1,205.3,36.8
44,27,17,280.3,238.3,42.0
44,28,16,262.0,225.4,36.6
44,29,17,267.6,227.7,39.9
44,30,16,240.3,201.6,38.7
44,31,17,265.6,229.7,35.9
44,32,17,265.8,220.1,45.7
44,33,16,220.4,175.8,44.7
44,34,16,250.9,212.6,38.3
44,35,17,266.1,222.3,43.8
44,36,16,256.8,220.3,36.4
44,37,16,243.3,204.2,39.1
44,38,16,268.5,230.6,37.9
44,39,16,237.5,199.3,38.2
44,40,16,228.3,191.8,36.4
44,41,16,260.4,211.9,48.5
44,42,16,278.1,234.3,43.8
44,43,16,239.8,197.2,42.5
44,44,16,209.9,172.2,37.7
44,45,16,281.8,240.5,41.3
44,46,17,259.4,220.8,38.6
44,47,17,256.0,217.0,39.1
44,48,17,256.9,219.6,37.3
44,49,17,258.6,214.4,44.2
44,50,16,250.0,211.8,38.2
45,0,16,240.5,202.0,38.6
45,1,17,248.2,206.3,41.9
45,2,16,250.5,212.5,38.0
45,3,16,254.4,208.9,45.5
45,4,16,226.4,188.2,38.2
45,5,16,243.0,205.6,37.4
45,6,16,241.6,203.1,38.4
45,7,17,271.4,229.2,42.2
45,8,16,232.1,195.3,36.8
45,9,16,229.0,191.1,37.9
45,10,16,218.1,181.0,37.2
45,11,17,243.4,205.8,37.6
45,12,16,246.0,206.0,40.0
45,13,16,224.2,185.8,38.4
45,14,16,222.7,180.4,42.3
45,15,17,267.3,224.6,42.6
45,16,16,257.3,214.5,42.8
45,17,17,272.7,233.1,39.6
45,18,16,248.7,205.9,42.8
45,19,17,272.3,234.9,37.4
45,20,17,246.2,209.2,37.1
45,21,16,229.5,192.5,37.0
45,22,16,247.5,209.8,37.7
45,23,16,247.7,207.8,39.9
45,24,16,242.2,203.3,38.9
45,25,16,238.0,201.3,36.7
45,26,16,234.6,193.8,40.8
45,27,16,206.8,169.7,37.2
45,28,16,269.6,233.4,36.3
45,29,16,217.9,178.1,39.8
45,30,16,239.7,201.9,37.8
45,31,17,269.3,232.8,36.5
45,32,16,239.2,191.0,48.1
45,33,16,225.3,187.8,37.5
45,34,16,251.5,214.8,36.7
45,35,16,224.5,185.3,39.2
45,36,16,253.2,215.0,38.2
45,37,16,258.6,213.1,45.5
45,38,17,259.0,223.6,35.5
45,39,16,245.0,206.6,38.3
45,40,16,242.4,204.7,37.6
45,41,16,212.3,174.8,37.5
45,42,16,267.6,224.6,43.0
45,43,17,268.6,229.8,38.9
45,44,16,230.8,192.6,38.1
45,45,16,259.5,217.6,41.9
45,46,17,247.7,211.0,36.7
45,47,16,235.3,199.2,36.1
45,48,16,235.5,197.3,38.2
45,49,17,249.2,210.9,38.2
45,50,16,250.6,207.6,43.0
46,0,16,239.4,199.6,39.9
46,1,16,249.3,210.9,38.4
46,2,16,239.5,199.8,39.7
46,3,16,233.8,197.2,36.6
46,4,16,236.4,192.7,43.7
46,5,16,233.9,189.6,44.3
46,6,16,223.6,186.2,37.4
46,7,16,245.5,198.7,46.8
46,8,16,236.8,198.8,38.1
46,9,17,249.9,209.4,40.5
46,10,16,265.3,224.7,40.6
46,11,16,231.8,194.1,37.7
46,12,16,220.7,182.3,38.5
46,13,16,231.5,194.6,36.9
46,14,16,259.2,221.6,37.6
46,15,16,225.1,183.0,42.1
46,16,16,238.3,195.1,43.2
46,17,16,235.4,198.7,36.7
46,18,16,230.0,192.6,37.4
46,19,17,253.6,210.4,43.2
46,20,16,227.7,189.5,38.2
46,21,17,248.4,212.0,36.4
46,22,16,277.8,229.5,48.3
46,23,16,256.7,215.6,41.1
46,24,16,248.8,210.7,38.1
46,25,16,237.6,193.1,44.6
46,26,17,261.7,224.0,37.7
46,27,16,245.5,207.9,37.6
46,28,17,258.8,221.3,37.4
46,29,16,260.0,215.5,44.4
46,30,16,256.2,208.6,47.6
46,31,17,278.1,235.6,42.5
46,32,16,211.4,174.8,36.6
46,33,16,265.7,223.9,41.8
46,34,16,223.8,184.1,39.7
46,35,16,247.3,210.7,36.6
46,36,16,246.8,208.5,38.3
46,37,16,255.3,214.0,41.3
46,38,16,244.1,207.6,36.5
46,39,17,270.5,232.1,38.4
46,40,16,227.5,189.6,37.8
46,41,16,266.8,221.3,45.5
46,42,16,254.1,213.2,40.9
46,43,16,248.5,201.9,46.6
46,44,16,259.7,216.4,43.3
46,45,17,256.2,211.2,45.0
46,46,17,263.0,224.7,38.3
46,47,17,282.2,230.8,51.4
46,48,16,212.3,166.2,46.1
46,49,16,247.7,205.5,42.3
46,50,16,209.9,167.5,42.4
47,0,16,263.0,219.4,43.6
47,1,16,230.3,191.4,38.9
47,2,17,272.3,229.2,43.0
47,3,17,259.9,221.7,38.2
47,4,16,235.6,190.0,45.6
47,5,16,229.1,183.5,45.6
47,6,16,226.2,182.5,43.7
47,7,16,234.6,197.9,36.7
47,8,16,232.4,196.4,36.1
47,9,16,205.3,167.8,37.6
47,10,16,240.8,199.0,41.8
47,11,16,230.8,190.8,40.0
47,12,16,254.4,209.2,45.2
47,13,17,246.6,208.7,37.9
47,14,17,249.1,211.7,37.4
47,15,16,264.5,219.0,45.5
47,16,16,238.5,192.5,46.0
47,17,16,235.2,197.0,38.2
47,18,16,239.5,201.4,38.1
47,19,16,224.8,183.3,41.5
47,20,17,260.0,221.6,38.4
47,21,16,257.3,218.9,38.4
47,22,17,279.4,235.0,44.4
47,23,16,242.5,204.5,38.0
47,24,17,265.2,226.5,38.6
47,25,16,249.9,207.7,42.2
47,26,16,237.1,197.2,39.9
47,27,17,261.3,224.0,37.3
47,28,16,235.4,197.9,37.5
47,29,16,200.3,162.8,37.5
47,30,17,249.0,210.9,38.0
47,31,16,243.7,199.0,44.7
47,32,16,242.5,197.7,44.8
47,33,16,234.0,196.2,37.8
47,34,16,260.3,211.6,48.7
47,35,16,227.8,189.6,38.1
47,36,16,254.2,208.1,46.1
47,37,16,239.6,193.8,45.8
47,38,16,240.1,200.9,39.3
47,39,16,251.0,213.0,38.0
47,40,16,217.2,172.5,44.6
47,41,16,242.0,192.5,49.4
47,42,17,272.4,233.9,38.5
47,43,16,238.6,195.1,43.5
47,44,16,207.5,170.8,36.7
47,45,16,245.1,202.6,42.6
47,46,16,227.7,191.5,36.2
47,47,16,238.8,202.6,36.2
47,48,16,233.1,196.0,37.1
47,49,16,217.1,172.3,44.8
47,50,16,248.8,207.6,41.2
48,0,16,236.4,199.7,36.7
48,1,17,270.4,231.9,38.5
48,2,16,235.6,198.8,36.9
48,3,17,282.1,236.4,45.8
48,4,16,226.3,187.8,38.6
48,5,17,248.2,210.5,37.7
48,6,16,230.9,187.1,43.8
48,7,16,251.0,207.2,43.8
48,8,16,247.2,207.3,40.0
48,9,16,227.7,190.0,37.7
48,10,16,251.5,207.5,44.1
48,11,16,251.1,200.5,50.6
48,12,16,234.3,195.8,38.5
48,13,16,225.9,188.8,37.1
48,14,16,248.6,203.1,45.5
48,15,16,254.4,215.3,39.0
48,16,17,249.5,210.2,39.3
48,17,16,234.0,190.8,43.2
48,18,16,224.1,186.7,37.4
48,19,16,238.8,200.9,37.9
48,20,17,252.0,215.2,36.8
48,21,16,249.3,210.5,38.8
48,22,16,250.5,210.9,39.6
48,23,17,256.6,219.6,37.0
48,24,17,256.0,217.1,38.9
48,25,16,242.9,204.4,38.5
48,26,16,249.3,203.6,45.7
48,27,16,220.0,177.1,42.9
48,28,16,226.0,190.1,35.9
48,29,16,230.3,193.0,37.3
48,30,16,237.0,194.4,42.6
48,31,16,239.8,203.6,36.3
48,32,16,235.7,197.7,38.0
48,33,16,231.6,188.7,42.9
48,34,16,258.5,216.0,42.5
48,35,16,227.6,190.5,37.0
48,36,17,273.2,233.9,39.2
48,37,17,260.4,222.5,37.9
48,38,16,246.3,209.9,36.4
48,39,16,221.1,183.5,37.6
48,40,16,224.5,186.7,37.9
48,41,17,252.7,216.2,36.5
48,42,16,257.3,220.8,36.5
48,43,17,258.1,217.3,40.8
48,44,16,204.9,166.3,38.7
48,45,16,243.7,205.9,37.8
48,46,16,222.5,185.5,37.0
48,47,16,246.8,209.0,37.8
48,48,17,262.7,225.5,37.2
48,49,17,254.2,216.4,37.8
48,50,16,253.7,205.9,47.8
49,0,16,261.7,219.0,42.7
49,1,16,237.2,199.0,38.2
49,2,16,244.8,209.2,35.7
49,3,16,245.3,206.9,38.4
49,4,16,228.4,189.6,38.8
49,5,16,238.6,200.1,38.6
49,6,16,223.9,179.3,44.6
49,7,16,254.2,211.3,42.9
49,8,17,259.2,216.6,42.5
49,9,16,235.9,198.5,37.5
49,10,16,221.0,178.6,42.4
49,11,17,257.6,219.9,37.7
49,12,16,228.3,191.2,37.1
49,13,16,225.1,182.0,43.0
49,14,17,254.0,216.1,37.9
49,15,17,264.5,226.8,37.7
49,16,16,254.1,206.2,47.9
49,17,16,253.0,208.8,44.2
49,18,16,239.1,195.4,43.8
49,19,16,238.5,195.8,42.7
49,20,17,244.0,206.5,37.5
49,21,16,245.5,202.0,43.5
49,22,16,261.5,214.3,47.1
49,23,16,261.1,215.6,45.5
49,24,16,236.6,198.3,38.2
49,25,16,242.7,205.7,37.1
49,26,17,266.3,228.3,38.0
49,27,17,275.5,231.5,44.0
49,28,16,233.9,197.1,36.8
49,29,16,217.7,179.2,38.5
49,30,17,262.1,224.4,37.7
49,31,17,270.8,233.8,37.1
49,32,16,239.6,200.8,38.8
49,33,17,260.6,222.9,37.7
49,34,16,271.1,228.8,42.2
49,35,17,259.3,218.9,40.4
49,36,16,272.4,227.0,45.4
49,37,16,234.7,197.6,37.1
49,38,16,264.5,220.8,43.7
49,39,16,252.8,208.0,44.8
49,40,16,246.1,209.8,36.3
49,41,16,233.8,197.3,36.4
49,42,16,269.2,224.4,44.8
49,43,16,234.5,196.1,38.5
49,44,16,227.1,188.3,38.8
49,45,16,265.1,221.1,44.0
49,46,17,266.5,228.8,37.7
49,47,17,264.8,228.4,36.4
49,48,16,245.1,205.2,39.8
49,49,16,238.7,194.2,44.5
49,50,16,252.6,215.7,36.9
50,0,16,275.2,225.5,49.6
50,1,16,257.0,212.8,44.1
50,2,17,257.1,212.5,44.5
50,3,17,263.8,218.7,45.2
50,4,16,221.0,180.5,40.4
50,5,16,242.3,197.8,44.5
50,6,17,255.4,218.8,36.7
50,7,16,223.5,188.0,35.5
50,8,16,236.9,199.1,37.8
50,9,17,248.3,204.3,44.0
50,10,16,235.7,199.1,36.6
50,11,17,245.9,208.5,37.3
50,12,17,255.2,210.0,45.2
50,13,16,241.9,199.2,42.7
50,14,16,237.8,191.1,46.7
50,15,16,252.9,209.3,43.6
50,16,16,225.7,188.3,37.4
50,17,17,264.5,219.6,44.9
50,18,17,253.7,215.2,38.5
50,19,16,239.3,199.9,39.4
50,20,16,260.7,215.0,45.7
50,21,16,237.8,197.1,40.8
50,22,16,250.3,205.7,44.6
50,23,16,227.8,184.0,43.8
50,24,17,270.4,234.4,36.0
50,25,16,233.8,193.1,40.6
50,26,16,256.0,211.1,44.9
50,27,16,220.7,173.7,47.0
50,28,16,245.7,208.3,37.4
50,29,17,266.2,225.3,40.9
50,30,17,263.2,226.4,36.9
50,31,17,249.5,211.8,37.6
50,32,16,246.1,207.4,38.8
50,33,16,234.0,196.7,37.3
50,34,16,239.3,202.4,36.9
50,35,16,250.6,212.9,37.6
50,36,16,255.6,217.1,38.6
50,37,17,261.1,223.8,37.3
50,38,16,259.9,220.9,39.0
50,39,16,221.5,183.9,37.6
50,40,16,249.8,206.0,43.8
50,41,16,248.0,199.2,48.8
50,42,16,232.2,194.7,37.5
50,43,16,281.7,234.8,46.9
50,44,16,226.8,187.2,39.6
50,45,16,247.5,209.6,37.9
50,46,17,273.2,227.4,45.8
50,47,16,223.5,185.5,38.0
50,48,16,241.6,204.5,37.1
50,49,16,221.6,174.2,47.4
50,50,8,42.9,31.9,11.0
51,0,16,247.2,210.0,37.3
51,1,16,233.8,195.1,38.7
51,2,16,235.0,196.1,38.9
51,3,16,223.2,186.8,36.4
51,4,17,266.7,222.0,44.7
51,5,16,242.1,205.9,36.3
51,6,17,256.0,215.9,40.1
51,7,17,244.9,209.7,35.2
51,8,16,218.3,181.0,37.3
51,9,16,224.2,188.6,35.6
51,10,16,243.0,205.1,38.0
51,11,16,254.3,215.7,38.7
51,12,17,261.4,222.2,39.2
51,13,17,245.2,207.5,37.8
51,14,16,256.1,219.0,37.1
51,15,17,263.1,218.7,44.4
51,16,16,248.4,211.1,37.3
51,17,16,231.1,195.3,35.8
51,18,16,239.3,202.8,36.4
51,19,17,250.0,212.9,37.0
51,20,17,250.0,211.9,38.2
51,21,16,243.3,205.7,37.6
51,22,17,264.8,217.3,47.5
51,23,16,247.0,209.1,37.9
51,24,17,260.0,216.3,43.7
51,25,16,249.4,212.4,37.0
51,26,16,218.4,181.0,37.4
51,27,16,237.0,199.6,37.3
51,28,16,233.8,196.2,37.6
51,29,16,265.3,221.4,43.9
51,30,16,250.0,213.2,36.8
51,31,16,251.8,211.7,40.2
51,32,16,219.4,180.9,38.5
51,33,17,285.4,244.8,40.6
51,34,16,239.8,195.5,44.3
51,35,16,241.0,196.3,44.6
51,36,17,254.8,219.8,35.0
51,37,16,258.0,217.5,40.5
51,38,16,247.2,208.8,38.4
51,39,16,227.6,183.9,43.7
51,40,16,259.8,222.8,37.0
51,41,16,254.5,215.2,39.3
51,42,16,257.4,214.2,43.2
51,43,16,230.9,193.8,37.2
51,44,16,255.4,217.6,37.9
51,45,16,242.0,204.1,37.9
51,46,16,225.7,188.6,37.1
51,47,17,253.6,215.3,38.3
51,48,16,228.0,185.0,43.0
51,49,16,247.4,204.4,43.0
51,50,16,219.0,174.7,44.3
52,0,16,245.2,204.1,41.1
52,1,16,261.3,217.0,44.3
52,2,16,248.4,201.2,47.2
52,3,16,218.0,180.5,37.5
52,4,16,233.2,195.7,37.5
52,5,16,229.1,190.0,39.2
52,6,16,244.1,196.0,48.2
52,7,17,257.4,219.2,38.2
52,8,16,196.7,157.0,39.7
52,9,17,246.8,210.1,36.7
52,10,16,239.1,200.4,38.7
52,11,16,238.8,203.9,34.9
52,12,16,193.4,155.5,38.0
52,13,16,208.9,171.3,37.6
52,14,16,257.1,212.1,44.9
52,15,16,260.4,216.1,44.3
52,16,16,228.0,190.5,37.5
52,17,16,241.6,203.6,38.1
52,18,17,269.4,233.8,35.6
52,19,17,262.0,225.7,36.3
52,20,16,230.9,193.6,37.3
52,21,16,240.9,203.4,37.5
52,22,16,254.8,207.2,47.6
52,23,17,273.8,235.9,37.9
52,24,16,227.4,188.4,39.0
52,25,16,257.8,207.2,50.6
52,26,16,219.0,183.4,35.7
52,27,16,278.6,233.3,45.3
52,28,16,240.2,201.1,39.0
52,29,16,259.7,215.9,43.7
52,30,16,259.0,221.7,37.3
52,31,16,227.6,187.3,40.3
52,32,16,233.8,195.9,37.9
52,33,16,260.5,216.1,44.4
52,34,16,243.0,206.3,36.7
52,35,16,238.6,201.3,37.3
52,36,16,233.4,196.4,37.1
52,37,17,266.3,227.7,38.6
52,38,16,231.6,192.8,38.8
52,39,16,231.3,188.0,43.4
52,40,16,217.5,181.6,35.9
52,41,17,271.9,228.6,43.3
52,42,16,261.7,222.8,38.9
52,43,16,238.0,194.5,43.6
52,44,16,272.1,233.2,38.9
52,45,16,220.0,179.9,40.1
52,46,16,249.6,208.9,40.7
52,47,16,240.1,197.0,43.0
52,48,16,219.0,174.7,44.4
52,49,16,253.3,209.0,44.3
52,50,16,216.9,177.2,39.8
53,0,16,248.8,203.5,45.3
53,1,16,256.8,210.3,46.5
53,2,17,275.1,231.0,44.1
53,3,16,262.9,226.4,36.5
53,4,16,241.2,202.1,39.1
53,5,16,229.8,187.3,42.5
53,6,16,244.0,207.3,36.7
53,7,17,280.4,234.6,45.8
53,8,17,262.9,224.8,38.0
53,9,17,265.1,228.6,36.5
53,10,16,209.6,172.5,37.1
53,11,16,214.4,177.8,36.5
53,12,16,238.1,198.3,39.8
53,13,17,283.9,234.8,49.1
53,14,17,251.7,213.1,38.6
53,15,16,245.5,203.9,41.6
53,16,17,272.4,225.9,46.6
53,17,16,231.8,188.8,43.0
53,18,16,236.7,198.5,38.2
53,19,16,232.5,193.6,39.0
53,20,16,233.5,197.5,36.0
53,21,16,235.2,196.8,38.4
53,22,16,244.6,203.6,41.0
53,23,17,261.0,214.2,46.8
53,24,16,238.9,201.4,37.6
53,25,16,256.5,211.8,44.7
53,26,17,270.8,234.1,36.7
53,27,16,219.6,174.3,45.2
53,28,16,228.6,192.4,36.2
53,29,16,231.9,195.1,36.8
53,30,17,263.0,223.3,39.7
53,31,16,256.5,209.9,46.6
53,32,16,233.1,190.2,42.8
53,33,16,243.1,199.5,43.6
53,34,16,247.5,210.9,36.6
53,35,16,234.1,197.1,37.0
53,36,16,243.7,206.9,36.8
53,37,17,265.3,220.1,45.3
53,38,16,263.2,216.2,46.9
53,39,16,246.6,207.9,38.7
53,40,17,272.6,234.2,38.5
53,41,16,239.4,202.2,37.2
53,42,16,269.6,232.0,37.6
53,43,16,244.8,205.7,39.1
53,44,16,249.3,210.7,38.6
53,45,16,255.6,214.8,40.9
53,46,16,263.0,216.2,46.8
53,47,16,252.0,208.9,43.1
53,48,17,272.2,226.1,46.1
53,49,16,248.3,204.5,43.8
53,50,16,237.9,200.9,37.0
54,0,16,225.6,187.6,38.0
54,1,17,265.0,224.2,40.7
54,2,16,243.4,197.8,45.6
54,3,16,225.4,187.7,37.7
54,4,16,231.2,187.6,43.6
54,5,16,227.2,185.1,42.1
54,6,17,272.3,228.9,43.4
54,7,16,229.9,193.6,36.3
54,8,16,209.2,171.1,38.0
54,9,17,247.2,204.8,42.4
54,10,16,260.9,223.4,37.6
54,11,16,233.4,194.2,39.2
54,12,16,212.8,174.9,37.8
54,13,16,228.5,191.5,37.0
54,14,16,246.4,208.4,38.0
54,15,16,245.2,198.8,46.4
54,16,16,222.4,179.4,43.0
54,17,16,234.8,198.0,36.8
54,18,16,239.8,203.2,36.6
54,19,17,261.9,225.0,36.9
54,20,16,230.6,188.9,41.7
54,21,16,225.7,188.4,37.4
54,22,16,245.2,206.3,38.9
54,23,16,244.6,208.1,36.6
54,24,16,239.8,200.8,38.9
54,25,16,239.2,203.1,36.1
54,26,16,228.0,184.5,43.4
54,27,16,246.3,208.5,37.8
54,28,16,245.7,202.5,43.2
54,29,16,247.4,208.7,38.7
54,30,16,238.5,201.2,37.2
54,31,16,224.6,187.1,37.5
54,32,16,229.3,191.8,37.5
54,33,16,260.4,216.0,44.4
54,34,16,235.8,197.2,38.6
54,35,16,248.3,210.6,37.7
54,36,16,237.8,201.1,36.7
54,37,16,253.0,214.9,38.0
54,38,16,230.1,192.8,37.3
54,39,17,275.7,237.1,38.6
54,40,17,270.9,228.5,42.4
54,41,17,282.1,238.9,43.1
54,42,17,278.9,234.2,44.7
54,43,16,240.4,194.8,45.7
54,44,16,240.7,201.8,38.9
54,45,17,271.9,234.4,37.5
54,46,16,247.6,208.7,38.8
54,47,17,281.1,242.2,38.8
54,48,17,251.9,213.1,38.8
54,49,16,245.9,208.4,37.6
54,50,16,206.2,162.5,43.7
55,0,16,243.1,205.8,37.3
55,1,16,246.0,204.3,41.8
55,2,16,261.4,224.8,36.6
55,3,16,253.2,204.9,48.3
55,4,16,227.4,184.7,42.8
55,5,16,253.5,208.8,44.7
55,6,16,243.6,204.0,39.6
55,7,16,229.6,193.7,35.8
55,8,16,235.0,197.8,37.2
55,9,17,256.3,212.9,43.3
55,10,16,223.5,187.2,36.3
55,11,17,245.1,207.4,37.7
55,12,16,246.8,206.8,40.1
55,13,17,254.8,217.6,37.2
55,14,16,223.5,181.2,42.3
55,15,16,245.9,207.7,38.1
55,16,16,226.6,187.3,39.3
55,17,16,233.0,195.1,37.9
55,18,16,238.1,202.3,35.8
55,19,16,243.6,206.7,36.9
55,20,17,252.3,214.3,38.0
55,21,16,221.1,182.3,38.8
55,22,16,260.2,214.6,45.6
55,23,16,226.1,189.9,36.2
55,24,17,252.4,215.3,37.1
55,25,16,235.9,195.3,40.6
55,26,16,237.5,200.5,36.9
55,27,17,269.3,225.0,44.4
55,28,16,244.4,207.1,37.2
55,29,17,249.0,210.3,38.6
55,30,17,269.0,226.1,42.8
55,31,16,223.8,186.5,37.3
55,32,16,236.6,190.9,45.7
55,33,16,230.2,193.5,36.7
55,34,16,251.6,214.2,37.4
55,35,16,231.7,194.2,37.5
55,36,16,252.5,207.6,44.8
55,37,16,243.5,207.1,36.4
55,38,16,256.7,212.5,44.2
55,39,16,254.5,208.1,46.4
55,40,16,221.8,185.4,36.4
55,41,17,264.3,220.5,43.8
55,42,17,262.7,223.3,39.4
55,43,16,243.6,204.4,39.2
55,44,16,222.2,186.0,36.2
55,45,16,250.8,206.8,44.0
55,46,16,234.2,196.6,37.6
55,47,16,254.9,209.0,45.9
55,48,17,267.0,221.5,45.5
55,49,17,263.2,215.1,48.1
55,50,16,249.6,206.1,43.4
56,0,16,232.3,194.7,37.6
56,1,17,265.5,229.0,36.5
56,2,17,251.9,208.2,43.7
56,3,16,223.8,179.3,44.6
56,4,16,250.3,208.0,42.3
56,5,16,247.8,208.6,39.3
56,6,16,249.9,210.4,39.6
56,7,16,245.1,208.8,36.3
56,8,16,237.6,198.2,39.4
56,9,16,230.5,186.3,44.2
56,10,16,260.0,223.0,37.0
56,11,16,236.6,198.1,38.4
56,12,16,212.8,175.4,37.3
56,13,16,229.2,191.4,37.8
56,14,16,252.2,213.7,38.4
56,15,16,244.3,202.4,41.9
56,16,16,213.7,175.3,38.4
56,17,16,241.9,199.9,42.0
56,18,16,242.9,204.8,38.1
56,19,17,249.6,210.9,38.6
56,20,16,235.7,198.1,37.5
56,21,16,245.4,208.3,37.1
56,22,16,257.3,210.5,46.8
56,23,16,244.2,204.8,39.4
56,24,16,238.8,193.8,45.0
56,25,16,232.7,196.8,35.8
56,26,16,240.2,196.1,44.1
56,27,16,249.3,212.1,37.2
56,28,17,262.3,223.6,38.8
56,29,16,244.7,201.7,43.0
56,30,16,214.9,178.3,36.6
56,31,17,253.3,214.8,38.5
56,32,17,276.6,237.4,39.2
56,33,17,272.2,229.1,43.1
56,34,17,276.9,236.7,40.2
56,35,16,241.6,203.2,38.4
56,36,16,238.6,201.6,37.0
56,37,16,263.4,217.2,46.1
56,38,17,257.4,220.5,36.9
56,39,16,212.4,174.7,37.8
56,40,17,249.1,212.3,36.8
56,41,16,262.2,222.1,40.1
56,42,16,236.4,197.4,39.0
56,43,16,254.9,209.6,45.4
56,44,17,278.8,231.0,47.8
56,45,17,281.0,242.0,39.0
56,46,16,240.7,204.4,36.4
56,47,16,241.0,201.9,39.1
56,48,16,233.2,190.0,43.1
56,49,16,231.8,195.0,36.8
56,50,16,211.8,170.4,41.4
57,0,16,258.3,219.0,39.3
57,1,16,240.8,204.7,36.1
57,2,16,235.4,193.2,42.1
57,3,17,269.4,232.6,36.8
57,4,16,222.6,185.0,37.6
57,5,16,246.4,204.2,42.2
57,6,17,282.5,236.6,45.9
57,7,16,234.4,197.3,37.2
57,8,16,232.4,194.6,37.8
57,9,16,232.2,186.9,45.2
57,10,17,257.1,220.6,36.5
57,11,16,235.9,198.4,37.5
57,12,17,249.8,211.6,38.2
57,13,16,228.3,189.6,38.8
57,14,16,260.0,224.1,35.9
57,15,16,240.2,198.3,41.9
57,16,16,244.8,207.6,37.2
57,17,16,251.0,213.3,37.7
57,18,16,241.7,203.7,38.0
57,19,17,285.2,239.8,45.4
