index,timestamp_us,duration_us,type
0,441255662684.6,1871.3,big
1,441255664632.1,491.3,big
2,441255665290.6,712.8,big
3,441255666079.1,320.9,big
4,441255666568.5,621.2,big
5,441255667265.2,322.2,big
6,441255667755.1,534.8,big
7,441255668654.7,1106.9,big
8,441255669927.2,407.2,big
9,441255670701.6,663.5,big
10,441255671532.4,362.8,big
11,441255672265.2,593.2,big
12,441255673025.5,307.4,big
13,441255673704.0,593.6,big
14,441255674465.1,361.7,big
15,441255675194.9,585.2,big
16,441255675946.4,296.9,big
17,441255676609.2,592.8,big
18,441255677367.6,1549.7,big
19,441255679311.1,670.1,big
20,441255680150.3,306.5,big
21,441255680842.1,540.8,big
22,441255681550.6,301.0,big
23,441255682219.4,560.4,big
24,441255682944.7,343.6,big
25,441255683663.3,596.0,big
26,441255684424.9,264.6,big
27,441255685093.7,534.7,big
28,441255685797.0,298.1,big
29,441255686467.0,555.0,big
30,441255687190.2,307.0,big
31,441255687866.8,807.0,big
32,441255688839.7,321.9,big
33,441255689505.2,547.3,big
34,441255690219.6,348.1,big
35,441255690935.7,525.0,big
36,441255691628.9,317.2,big
37,441255692333.7,477.8,big
38,441255692979.2,313.7,big
39,441255693628.0,644.9,big
40,441255694439.9,262.5,big
41,441255695091.2,475.6,big
42,441255695733.1,320.3,big
43,441255696447.9,491.1,big
44,441255697106.2,356.1,big
45,441255697807.9,550.0,big
46,441255698523.9,297.7,big
47,441255699140.1,564.0,big
48,441255699869.0,328.7,big
49,441255700570.4,511.1,big
50,441255701246.7,318.5,big
51,441255701911.9,569.5,big
52,441255702648.2,266.8,big
53,441255703254.4,568.9,big
54,441255703988.9,290.2,big
55,441255704676.6,526.2,big
56,441255705368.7,280.4,big
57,441255706024.2,495.2,big
58,441255706684.6,348.9,big
59,441255707383.1,500.8,big
60,441255708050.7,302.3,big
61,441255708738.9,513.1,big
62,441255709420.7,283.6,big
63,441255710085.5,781.8,big
64,441255711032.8,292.4,big
65,441255711704.3,536.7,big
66,441255712405.1,271.8,big
67,441255713083.7,459.4,big
68,441255713710.1,332.7,big
69,441255714437.6,463.7,big
