req_id,output_len,ttft_ms,tpot_ms,decode_time_ms,e2e_latency_ms
619,890,96.79,22.32,19861.28,19958.08
620,1002,118.64,21.57,21612.46,21731.10
621,863,137.59,22.23,19185.41,19322.99
622,910,150.82,21.98,20002.01,20152.83
623,863,96.09,22.09,19059.39,19155.48
624,834,144.75,22.13,18453.04,18597.80
625,906,142.21,21.78,19728.47,19870.68
626,1022,96.51,20.92,21378.36,21474.87
627,896,97.18,21.61,19363.62,19460.79
628,976,98.22,20.84,20341.04,20439.27
629,914,99.94,21.02,19212.78,19312.72
630,929,254.23,20.18,18746.15,19000.38
631,951,250.57,20.02,19034.47,19285.05
632,847,249.19,20.77,17594.69,17843.88
633,1012,202.45,19.51,19742.65,19945.10
634,868,98.95,20.46,17763.01,17861.96
635,996,99.36,19.18,19106.36,19205.72
636,906,93.70,19.85,17987.74,18081.44
637,876,98.69,19.94,17468.78,17567.47
638,860,98.84,19.34,16633.52,16732.36
639,1013,96.20,17.58,17803.87,17900.07
