index,timestamp_us,duration_us,type
0,1693233855043.3,2454.1,big
1,1693233857571.9,489.2,big
2,1693233858225.0,705.6,big
3,1693233859004.9,324.5,big
4,1693233859493.2,645.7,big
5,1693233860213.6,334.3,big
6,1693233860710.4,558.6,big
7,1693233861718.8,1156.4,big
8,1693233863038.9,382.3,big
9,1693233863866.2,675.7,big
10,1693233864705.4,333.5,big
11,1693233865485.3,624.2,big
12,1693233866272.8,248.6,big
13,1693233866982.4,558.7,big
14,1693233867705.5,270.3,big
15,1693233868439.6,553.8,big
16,1693233869157.4,213.3,big
17,1693233869839.2,581.5,big
18,1693233870584.2,231.7,big
19,1693233871290.3,599.8,big
20,1693233872053.5,201.9,big
21,1693233872714.8,561.2,big
22,1693233873439.0,214.0,big
23,1693233874117.4,535.9,big
24,1693233874812.6,256.9,big
25,1693233875537.7,536.9,big
26,1693233876235.4,202.6,big
27,1693233876917.2,548.9,big
28,1693233877631.6,197.0,big
29,1693233878295.7,588.5,big
30,1693233879045.9,194.1,big
31,1693233879717.7,844.6,big
32,1693233880722.1,206.2,big
33,1693233881391.9,551.4,big
34,1693233882104.2,226.8,big
35,1693233882797.8,544.6,big
36,1693233883508.1,200.4,big
37,1693233884175.2,526.2,big
38,1693233884863.1,199.0,big
39,1693233885529.0,571.5,big
40,1693233886262.9,205.6,big
41,1693233886931.7,545.1,big
42,1693233887637.4,199.0,big
43,1693233888301.0,547.5,big
44,1693233889013.5,248.3,big
45,1693233889715.1,531.1,big
46,1693233890410.7,232.7,big
47,1693233891099.7,516.1,big
48,1693233891778.4,217.8,big
49,1693233892445.8,572.0,big
50,1693233893181.8,202.0,big
51,1693233893839.9,545.5,big
52,1693233894549.6,216.6,big
53,1693233895228.2,527.3,big
54,1693233895917.3,250.5,big
55,1693233896629.8,546.2,big
56,1693233897335.6,214.0,big
57,1693233897995.1,527.6,big
58,1693233898686.4,257.0,big
59,1693233899404.0,531.8,big
60,1693233900099.9,195.3,big
61,1693233900761.3,552.4,big
62,1693233901476.6,192.3,big
63,1693233902131.7,554.0,big
64,1693233902845.8,218.3,big
65,1693233903522.3,528.3,big
66,1693233904212.2,213.9,big
67,1693233904897.9,513.4,big
68,1693233905577.3,213.4,big
69,1693233906254.5,518.9,big
70,1693233906935.2,210.8,big
71,1693233907612.2,517.4,big
72,1693233908289.7,205.9,big
73,1693233908958.7,581.2,big
74,1693233909701.8,219.2,big
75,1693233910377.2,535.3,big
76,1693233911077.0,197.5,big
77,1693233911743.4,519.0,big
78,1693233912426.4,237.6,big
79,1693233913128.5,517.9,big
80,1693233913807.4,195.2,big
81,1693233914454.8,525.4,big
82,1693233915144.6,207.0,big
83,1693233915801.8,694.3,big
84,1693233916662.0,197.6,big
85,1693233917312.1,523.2,big
86,1693233917996.7,207.1,big
87,1693233918667.6,526.7,big
88,1693233919354.2,245.2,big
89,1693233920053.0,529.2,big
90,1693233920743.6,219.1,big
91,1693233921421.4,505.9,big
92,1693233922092.3,239.2,big
93,1693233922802.5,539.8,big
94,1693233923504.0,196.0,big
95,1693233924159.1,519.6,big
96,1693233924839.1,206.5,big
97,1693233925513.2,547.0,big
98,1693233926223.1,201.2,big
99,1693233926879.9,514.0,big
100,1693233927560.1,194.6,big
101,1693233928219.4,506.5,big
102,1693233928887.9,226.8,big
103,1693233929574.0,484.5,big
104,1693233930220.1,175.4,big
105,1693233930852.3,503.0,big
106,1693233931519.3,168.0,big
107,1693233932147.3,525.5,big
108,1693233932839.4,177.9,big
109,1693233933487.8,481.8,big
110,1693233934134.5,167.7,big
111,1693233934770.8,499.6,big
112,1693233935430.2,232.3,big
113,1693233936124.4,504.9,big
114,1693233936789.5,187.1,big
115,1693233937434.4,491.4,big
116,1693233938091.6,167.3,big
117,1693233938721.7,537.8,big
118,1693233939424.2,171.6,big
119,1693233940050.5,480.7,big
120,1693233940694.9,211.3,big
121,1693235106982.2,11.5,small
122,1693235107026.9,10.5,small
123,1693235107101.4,13.2,small
124,1693235107147.7,10.5,small
125,1693235107223.8,10.9,small
126,1693235107268.8,13.3,small
127,1693235107348.3,11.8,small
128,1693235107553.3,14.7,small
129,1693235107635.0,9.3,small
130,1693235107855.0,12.6,small
131,1693235107932.3,10.2,small
132,1693235108146.1,15.4,big
133,1693235108227.0,11.6,small
134,1693235108450.8,11.5,small
135,1693235108527.5,10.8,small
136,1693235108722.4,15.6,big
137,1693235108802.2,11.8,small
138,1693235109020.3,12.4,small
139,1693235109097.1,11.0,small
140,1693235109289.3,13.9,small
141,1693235109367.5,11.4,small
142,1693235109590.0,9.6,small
143,1693235109662.8,12.4,small
144,1693235109862.2,12.7,small
145,1693235109938.9,11.2,small
146,1693235110135.7,16.7,big
147,1693235110217.6,11.1,small
148,1693235110402.8,14.0,small
149,1693235110481.3,12.0,small
150,1693235110671.3,15.6,big
151,1693235110751.9,10.9,small
152,1693235110922.2,12.0,small
153,1693235111000.0,10.0,small
154,1693235111176.0,9.8,small
155,1693235111249.7,11.7,small
156,1693235111447.7,10.9,small
157,1693235111522.9,10.7,small
158,1693235111694.5,13.1,small
159,1693235111772.7,10.9,small
160,1693235111951.6,13.0,small
161,1693235112029.2,11.9,small
162,1693235112205.3,15.3,big
163,1693235112285.1,10.2,small
164,1693235112456.6,16.9,big
165,1693235112537.7,10.6,small
166,1693235112713.5,17.5,big
167,1693235112795.6,10.1,small
168,1693235112958.2,13.0,small
169,1693235113036.2,9.6,small
170,1693235113211.7,15.3,big
171,1693235113291.1,10.7,small
172,1693235113467.9,14.2,small
173,1693235113546.2,10.9,small
174,1693235113720.9,15.6,big
175,1693235113802.8,10.6,small
176,1693235113981.3,14.2,small
177,1693235114059.1,10.3,small
178,1693235114234.1,13.8,small
179,1693235114313.4,9.9,small
180,1693235114479.1,15.5,big
181,1693235114558.6,11.1,small
182,1693235114728.9,13.7,small
183,1693235114806.9,11.3,small
184,1693235114972.4,15.1,big
185,1693235115051.3,11.3,small
186,1693235115215.9,16.7,big
187,1693235115297.0,10.1,small
188,1693235115466.2,10.9,small
189,1693235115541.3,11.4,small
190,1693235115710.5,12.7,small
191,1693235115787.7,11.3,small
192,1693235115961.8,10.9,small
193,1693235116036.9,11.3,small
194,1693235116213.9,14.7,small
195,1693235116293.3,12.4,small
196,1693235116471.0,12.5,small
197,1693235116548.3,9.2,small
198,1693235116717.6,12.6,small
199,1693235116795.6,10.3,small
200,1693235116967.4,16.4,big
201,1693235117049.1,10.7,small
202,1693235117217.3,13.9,small
203,1693235117295.2,11.2,small
204,1693235117468.7,12.1,small
205,1693235117545.6,10.8,small
206,1693235117712.1,11.2,small
207,1693235117788.1,10.4,small
208,1693235117953.5,13.0,small
209,1693235118030.7,9.8,small
210,1693235118194.1,12.0,small
211,1693235118270.9,11.1,small
212,1693235118432.1,19.2,big
213,1693235118516.2,11.5,small
214,1693235118684.0,11.5,small
215,1693235118759.3,11.4,small
216,1693235118934.4,12.3,small
217,1693235119012.4,11.6,small
218,1693235119174.6,16.8,big
219,1693235119256.8,11.6,small
220,1693235119424.1,11.8,small
221,1693235119499.9,10.5,small
222,1693235119655.8,11.5,small
223,1693235119732.0,11.0,small
224,1693235119895.7,12.3,small
225,1693235119972.4,10.8,small
226,1693235120128.6,12.5,small
227,1693235120205.8,10.4,small
228,1693235120358.1,15.1,big
229,1693235120438.2,9.8,small
230,1693235120592.5,12.4,small
231,1693235120670.6,10.5,small
232,1693235120832.6,9.9,small
233,1693235120906.6,11.8,small
234,1693235121058.4,13.3,small
235,1693235121136.7,10.5,small
236,1693235121302.9,12.5,small
237,1693235121380.0,10.4,small
238,1693235121545.7,13.9,small
239,1693235121625.3,10.1,small
240,1693235121792.9,14.9,small
241,1693235121873.7,11.3,small
242,1693235122441.2,10.8,small
243,1693235122484.4,11.7,small
244,1693235122562.0,10.7,small
245,1693235122605.7,10.9,small
246,1693235122683.3,12.3,small
247,1693235122729.4,16.9,big
248,1693235122812.8,13.2,small
249,1693235123022.4,9.9,small
250,1693235123097.8,11.1,small
251,1693235123301.5,11.5,small
252,1693235123378.1,10.8,small
253,1693235123590.7,9.1,small
254,1693235123665.6,11.6,small
255,1693235123873.0,12.4,small
256,1693235123951.3,10.7,small
257,1693235124140.8,16.5,big
258,1693235124221.7,10.6,small
259,1693235124422.7,12.3,small
260,1693235124500.4,9.7,small
261,1693235124687.9,15.9,big
262,1693235124770.4,9.2,small
263,1693235124972.1,17.8,big
264,1693235125054.5,10.8,small
265,1693235125237.7,11.0,small
266,1693235125314.0,11.8,small
267,1693235125505.5,11.2,small
268,1693235125583.9,10.0,small
269,1693235125766.9,12.4,small
270,1693235125844.7,11.7,small
271,1693235126026.8,14.4,small
272,1693235126106.8,10.4,small
273,1693235126276.0,16.1,big
274,1693235126359.3,10.4,small
275,1693235126528.9,10.9,small
276,1693235126603.7,11.2,small
277,1693235126779.3,15.2,big
278,1693235126858.4,11.1,small
279,1693235127016.9,13.0,small
280,1693235127096.1,9.9,small
281,1693235127256.5,13.9,small
282,1693235127335.8,10.4,small
283,1693235127503.1,14.4,small
284,1693235127583.4,10.1,small
285,1693235127745.9,13.5,small
286,1693235127825.0,9.6,small
287,1693235127991.1,13.9,small
288,1693235128069.3,12.1,small
289,1693235128225.0,16.6,big
290,1693235128306.3,11.6,small
291,1693235128480.5,9.5,small
292,1693235128555.9,11.0,small
293,1693235128733.8,14.0,small
294,1693235128813.6,10.2,small
295,1693235128986.2,13.2,small
296,1693235129066.3,11.1,small
297,1693235129235.8,16.0,big
298,1693235129317.0,10.3,small
299,1693235129489.0,14.5,small
300,1693235129569.1,10.7,small
301,1693235129741.1,11.7,small
302,1693235129818.0,9.2,small
303,1693235129982.0,18.1,big
304,1693235130065.3,11.1,small
305,1693235130223.9,17.6,big
306,1693235130306.6,9.7,small
307,1693235130473.1,10.0,small
308,1693235130548.2,11.8,small
309,1693235130721.7,12.7,small
310,1693235130799.0,10.8,small
311,1693235130959.6,16.4,big
312,1693235131040.9,11.7,small
313,1693235131209.7,17.9,big
314,1693235131293.1,10.9,small
315,1693235131467.9,15.8,big
316,1693235131550.2,9.4,small
317,1693235131724.9,15.4,big
318,1693235131805.2,11.0,small
319,1693235131971.4,14.7,small
320,1693235132053.0,10.0,small
321,1693235132216.0,14.3,small
322,1693235132295.5,10.6,small
323,1693235132465.5,16.3,big
324,1693235132546.0,12.3,small
325,1693235132711.2,13.2,small
326,1693235132789.8,10.6,small
327,1693235132955.9,15.8,big
328,1693235133037.3,9.9,small
329,1693235133216.4,10.0,small
330,1693235133292.0,10.7,small
331,1693235133455.9,13.3,small
332,1693235133534.1,10.4,small
333,1693235133703.8,15.1,big
334,1693235133785.2,10.1,small
335,1693235133945.2,19.0,big
336,1693235134029.6,9.7,small
337,1693235134198.0,11.6,small
338,1693235134275.1,11.9,small
339,1693235134429.8,15.4,big
340,1693235134511.7,10.2,small
341,1693235134676.3,15.3,big
342,1693235134755.7,10.7,small
343,1693235134918.3,13.7,small
344,1693235134997.3,10.8,small
345,1693235135167.1,14.4,small
346,1693235135246.9,10.7,small
347,1693235135404.0,12.5,small
348,1693235135481.3,10.9,small
349,1693235135646.5,15.0,big
350,1693235135727.3,10.5,small
351,1693235135880.1,12.8,small
352,1693235135958.5,9.4,small
353,1693235136114.7,17.4,big
354,1693235136196.6,11.0,small
355,1693235136354.0,15.6,big
356,1693235136434.8,11.6,small
357,1693235136604.3,14.4,small
358,1693235136683.8,11.9,small
359,1693235136851.8,15.5,big
360,1693235136934.1,9.8,small
361,1693235137094.7,15.2,big
362,1693235137176.1,10.8,small
363,1693235137742.4,10.5,small
364,1693235137785.3,10.5,small
365,1693235137861.5,11.4,small
366,1693235137906.2,9.9,small
367,1693235137982.5,10.6,small
368,1693235138028.5,16.4,big
369,1693235138112.3,14.8,small
370,1693235138339.8,11.4,small
371,1693235138417.0,9.7,small
372,1693235138631.7,16.5,big
373,1693235138713.5,9.4,small
374,1693235138927.2,13.4,small
375,1693235139006.8,9.6,small
376,1693235139227.5,14.9,small
377,1693235139308.7,9.4,small
378,1693235139513.3,16.9,big
379,1693235139596.7,9.0,small
380,1693235139800.8,14.2,small
381,1693235139881.5,9.0,small
382,1693235140084.4,10.9,small
383,1693235140160.0,10.9,small
384,1693235140370.5,13.3,small
385,1693235140449.1,10.0,small
386,1693235140646.2,16.1,big
387,1693235140727.5,9.3,small
388,1693235140928.8,16.3,big
389,1693235141011.2,10.5,small
390,1693235141199.5,12.3,small
391,1693235141277.0,11.2,small
392,1693235141463.8,14.2,small
393,1693235141543.2,10.7,small
